id,original_language,status,titulo,vote_count,revenue,runtime,adult
8699,en,Released,Anchorman: The Legend of Ron Burgundy,1523.0,90574188.0,94.0,
9893,en,Released,Sleepover,105.0,0.0,89.0,
11247,en,Released,A Cinderella Story,737.0,70067909.0,95.0,
2048,en,Released,"I, Robot",3889.0,347234916.0,115.0,
436,es,Released,Maria Full of Grace,103.0,0.0,101.0,
61391,en,Released,Distant Drums,14.0,0.0,101.0,
18643,en,Released,Follow That Dream,15.0,0.0,109.0,
67297,es,Released,The Girl of Your Dreams,15.0,0.0,121.0,
31948,en,Released,Gray Lady Down,20.0,5438927.0,111.0,
43004,en,Released,Long Day's Journey Into Night,13.0,0.0,174.0,
45793,en,Released,Man of La Mancha,15.0,0.0,132.0,
46495,en,Released,The Night of the Following Day,10.0,0.0,93.0,
45874,en,Released,Posse,10.0,0.0,92.0,
65994,en,Released,Prince Valiant,7.0,0.0,100.0,False
19014,en,Released,Rustlers' Rhapsody,9.0,0.0,88.0,False
10754,pl,Released,A Short Film About Killing,58.0,0.0,84.0,
30054,en,Released,The Tin Star,20.0,0.0,93.0,
36630,en,Released,Zandalee,23.0,0.0,100.0,
39770,fr,Released,Brief Crossing,6.0,0.0,80.0,False
36627,pl,Released,The Deluge,7.0,0.0,315.0,False
11897,en,Released,How the West Was Won,83.0,50000000.0,162.0,
43443,en,Released,Joan of Arc,11.0,0.0,145.0,
54300,en,Released,Live Forever,3.0,0.0,82.0,False
58925,fr,Released,Mr. Klein,24.0,0.0,123.0,
2502,en,Released,The Bourne Supremacy,2873.0,288500217.0,108.0,
314,en,Released,Catwoman,833.0,82102379.0,104.0,
18923,en,Released,A Home at the End of the World,45.0,1548955.0,96.0,
146373,en,Released,Some Girl,4.0,0.0,94.0,False
5228,en,Released,Stay Hungry,15.0,24854765.0,102.0,
12206,de,Released,The Testament of Dr. Mabuse,46.0,0.0,122.0,
16539,nl,Released,Zus & Zo,4.0,0.0,106.0,False
75046,en,Released,Battle Hymn,3.0,0.0,109.0,False
74012,en,Released,Crash Dive,5.0,0.0,106.0,False
26126,en,Released,Disco Pigs,19.0,0.0,93.0,
15876,en,Released,The Enemy Below,46.0,0.0,97.0,
26300,en,Released,Fist of the North Star,15.0,0.0,103.0,
68064,en,Released,Flash Gordon Conquers the Universe,7.0,0.0,220.0,False
12625,en,Released,Guns of the Magnificent Seven,19.0,0.0,105.0,
45520,en,Released,The Hunters,7.0,0.0,108.0,False
46767,es,Released,In a Glass Cage,24.0,0.0,110.0,
55848,fr,Released,Lancelot of the Lake,16.0,0.0,85.0,
42525,en,Released,The Last Valley,14.0,0.0,128.0,
43417,en,Released,The Magnificent Seven Ride!,12.0,0.0,100.0,
15244,fr,Released,A Man Escaped,93.0,0.0,99.0,
62395,es,Released,The Miracle of Marcelino,34.0,0.0,91.0,
42737,en,Released,Morituri,14.0,0.0,123.0,
47615,en,Released,Orgy of the Dead,10.0,0.0,92.0,
39209,en,Released,Shalako,12.0,2620000.0,113.0,
20876,en,Released,A Shock to the System,24.0,0.0,91.0,
24559,en,Released,Slaughterhouse-Five,47.0,0.0,104.0,
78208,fr,Released,His Brother,4.0,0.0,92.0,False
43786,en,Released,Wake Island,5.0,0.0,87.0,False
72613,es,Released,What Price Glory,3.0,0.0,110.0,False
43787,en,Released,You Were Never Lovelier,9.0,0.0,97.0,False
27437,en,Released,The Bachelor and the Bobby-Soxer,24.0,0.0,95.0,
40374,en,Released,Breezy,32.0,0.0,108.0,
20316,es,Released,The City of No Limits,8.0,0.0,125.0,False
41925,en,Released,The Comfort of Strangers,24.0,1244381.0,107.0,
259389,en,Released,Dancing in September,1.0,0.0,107.0,False
22871,en,Released,Destination Tokyo,14.0,0.0,135.0,
37019,en,Released,Dr. Jekyll and Ms. Hyde,12.0,0.0,90.0,
18190,en,Released,Dream Lover,13.0,0.0,103.0,
71786,fr,Released,Fausto 5.0,3.0,0.0,93.0,False
42347,en,Released,For Queen & Country,14.0,0.0,105.0,
39140,en,Released,Funny About Love,7.0,0.0,101.0,False
69903,en,Released,The Greatest,6.0,0.0,102.0,False
219345,en,Released,Grief,1.0,0.0,87.0,False
41890,en,Released,Hometown Legend,2.0,0.0,0.0,False
27307,en,Released,How I Got Into College,12.0,0.0,86.0,
36709,en,Released,Map of the Human Heart,13.0,0.0,109.0,
32294,en,Released,Mr. Blandings Builds His Dream House,43.0,0.0,94.0,
41463,en,Released,My Favorite Wife,32.0,0.0,88.0,
19051,en,Released,The New Adventures of Pippi Longstocking,18.0,3569939.0,100.0,
43485,en,Released,Night and Day,8.0,0.0,128.0,False
51997,en,Released,No Name on the Bullet,17.0,0.0,77.0,
43885,en,Released,The Plainsman,2.0,0.0,113.0,False
112969,en,Released,Slaughter of the Innocents,5.0,0.0,99.0,False
62694,en,Released,The Snake Pit,19.0,0.0,108.0,
43785,en,Released,The Spoilers,10.0,0.0,87.0,
53287,en,Released,The Super,21.0,11000863.0,84.0,
29584,en,Released,Tai-Pan,6.0,0.0,127.0,False
32644,en,Released,Two of a Kind,28.0,23646952.0,88.0,
89482,es,Released,Warriors,3.0,0.0,0.0,False
1040,it,Released,The Leopard,133.0,0.0,185.0,
42604,en,Released,"Goodbye, Columbus",8.0,0.0,102.0,False
24214,en,Released,The President's Analyst,12.0,0.0,103.0,
5122,en,Released,The Day of the Locust,16.0,0.0,144.0,
42469,en,Released,The Creeping Flesh,18.0,0.0,94.0,
119623,fr,Released,Swann in Love,8.0,0.0,110.0,False
1783,en,Released,To End All Wars,42.0,0.0,108.0,
10910,en,Released,Moulin Rouge,17.0,0.0,119.0,
17238,en,Released,The Belly of an Architect,22.0,0.0,118.0,
22156,fr,Released,The Nest,32.0,0.0,107.0,
26814,en,Released,Love Happy,11.0,0.0,85.0,
43116,en,Released,High School Confidential!,3.0,0.0,85.0,False
39269,en,Released,Out of the Blue,17.0,0.0,94.0,
99859,en,Released,Crimetime,1.0,0.0,0.0,False
31522,fr,Released,A Woman Is a Woman,63.0,100655.0,84.0,
47796,it,Released,Mamma Roma,45.0,0.0,106.0,
26893,ja,Released,The Lower Depths,28.0,0.0,137.0,
69035,en,Released,Ruby Cairo,8.0,0.0,91.0,False
73621,en,Released,Night Patrol,3.0,0.0,87.0,False
22976,en,Released,Biggles,18.0,112132.0,108.0,
55441,en,Released,Fancy Pants,4.0,0.0,92.0,False
45608,en,Released,The World of Suzie Wong,7.0,0.0,126.0,False
21619,en,Released,King of the Ants,21.0,0.0,102.0,
9680,en,Released,Uncle Sam,11.0,0.0,89.0,
42801,it,Released,"Yesterday, Today and Tomorrow",57.0,0.0,119.0,
12627,en,Released,La Belle Noiseuse,25.0,0.0,236.0,
86404,fr,Released,La balance,12.0,0.0,103.0,
18671,en,Released,Gun Crazy,57.0,0.0,86.0,
17218,en,Released,The Set-Up,21.0,0.0,73.0,
41316,en,Released,Unprecedented: The 2000 Presidential Election,4.0,0.0,50.0,False
5179,en,Released,The Prime of Miss Jean Brodie,32.0,0.0,116.0,
53198,it,Released,My Voyage to Italy,13.0,0.0,246.0,
65156,en,Released,The North Avenue Irregulars,4.0,0.0,100.0,False
42593,en,Released,Lovers and Other Strangers,5.0,0.0,104.0,False
76002,en,Released,Kotch,3.0,0.0,113.0,False
64868,en,Released,Greyfriars Bobby: The True Story of a Dog,13.0,0.0,87.0,
52741,en,Released,Side Out,10.0,0.0,104.0,
15081,en,Released,The Three Lives of Thomasina,12.0,0.0,97.0,
21147,en,Released,"No Deposit, No Return",9.0,0.0,112.0,False
64877,en,Released,"The One and Only, Genuine, Original Family Band",3.0,0.0,110.0,False
147169,es,Released,Under the Lighthouse Dancing,0.0,0.0,94.0,False
16703,en,Released,This Gun for Hire,29.0,0.0,81.0,
20298,en,Released,Black Angel,13.0,0.0,81.0,
19974,en,Released,The Big Clock,32.0,0.0,95.0,
22112,en,Released,Criss Cross,32.0,0.0,88.0,
4201,en,Released,The Fifth Musketeer,3.0,0.0,116.0,False
39868,en,Released,Evilspeak,22.0,0.0,93.0,
20408,en,Released,Terror by Night,27.0,0.0,60.0,
13580,en,Released,The Spy Who Came in from the Cold,73.0,0.0,112.0,
18706,en,Released,Sherlock Holmes and the Secret Weapon,23.0,0.0,68.0,
34327,en,Released,The Woman in Green,21.0,0.0,68.0,
43013,en,Released,The Counterfeit Traitor,10.0,0.0,140.0,
38505,fr,Released,"One, Two, Three, Sun",4.0,0.0,104.0,False
41940,en,Released,Roadkill,5.0,0.0,85.0,False
20417,en,Released,Dressed to Kill,21.0,0.0,72.0,
14652,fr,Released,Bon voyage,20.0,0.0,114.0,
69526,en,Released,The Assassination Bureau,14.0,0.0,110.0,
14462,en,Released,The Manchurian Candidate,401.0,96105964.0,129.0,
14623,en,Released,Thunderbirds,92.0,28283637.0,95.0,
6947,en,Released,The Village,1101.0,256697520.0,108.0,
401,en,Released,Garden State,631.0,26781723.0,102.0,
50247,ja,Released,Early Summer,32.0,0.0,124.0,
46326,fr,Released,Port of Shadows,31.0,0.0,91.0,
35780,en,Released,Thunderbirds are GO,18.0,0.0,93.0,
25361,en,Released,Thunderbird 6,17.0,0.0,89.0,
45522,en,Released,Castle Keep,16.0,0.0,105.0,
23750,en,Released,Revengers Tragedy,2.0,0.0,106.0,False
45509,cn,Released,Beyond Hypothermia,4.0,0.0,90.0,False
44289,en,Released,Octane,14.0,0.0,91.0,
25536,cn,Released,PTU,30.0,0.0,88.0,
38837,ru,Released,Unfinished Piece for Mechanical Piano,9.0,0.0,103.0,False
23305,en,Released,The Warrior,15.0,0.0,86.0,
17768,en,Released,A Funny Thing Happened on the Way to the Forum,26.0,0.0,99.0,
27375,en,Released,Salesman,14.0,0.0,85.0,
1538,en,Released,Collateral,1476.0,217764291.0,120.0,
14846,en,Released,Little Black Book,114.0,22034832.0,111.0,
2577,en,Released,Code 46,116.0,0.0,92.0,
52936,en,Released,In the Soup,10.0,256249.0,93.0,
46884,en,Released,They Came to Cordura,6.0,0.0,123.0,False
33333,ja,Released,Blue Spring,21.0,0.0,83.0,
41975,fr,Released,Story of Women,21.0,0.0,108.0,
16606,ko,Released,Attack the Gas Station!,40.0,0.0,113.0,
60760,fr,Released,Masques,6.0,0.0,100.0,False
11282,en,Released,Harold & Kumar Go to White Castle,709.0,23936908.0,88.0,
11130,en,Released,The Princess Diaries 2: Royal Engagement,726.0,95149435.0,113.0,
14389,en,Released,Danny Deckchair,23.0,0.0,100.0,
395,en,Released,AVP: Alien vs. Predator,1241.0,171183863.0,101.0,
11052,en,Released,Yu-Gi-Oh! The Movie,71.0,29170410.0,90.0,
60015,fr,Released,Novo,10.0,0.0,98.0,
23601,en,Released,We Don't Live Here Anymore,29.0,2037545.0,101.0,
10762,en,Released,Without a Paddle,217.0,69631118.0,95.0,
11026,en,Released,Exorcist: The Beginning,189.0,78000586.0,114.0,
18693,en,Released,Speedway,10.0,0.0,94.0,
45598,en,Released,The Trouble with Girls,6.0,0.0,97.0,False
8745,en,Released,It Happened at the World's Fair,12.0,0.0,105.0,
45335,en,Released,Double Trouble,6.0,1600000.0,90.0,False
18690,en,Released,Spinout,8.0,0.0,90.0,False
7506,en,Released,Harum Scarum,4.0,0.0,95.0,False
65596,en,Released,The Spaceman and King Arthur,7.0,0.0,93.0,False
36912,en,Released,The Sting II,12.0,6347072.0,102.0,
46081,en,Released,If a Man Answers,7.0,0.0,102.0,False
40087,en,Released,Cheerleader Camp,19.0,0.0,89.0,
46831,fr,Released,Human Resources,8.0,0.0,100.0,False
20120,en,Released,Bill Cosby: Himself,14.0,0.0,103.0,
22543,en,Released,Dead Ringer,22.0,0.0,115.0,
44415,en,Released,Benji: Off the Leash!,6.0,0.0,97.0,False
11237,en,Released,Anacondas: The Hunt for the Blood Orchid,200.0,70992898.0,97.0,
8080,en,Released,Suspect Zero,99.0,13000000.0,99.0,
14797,zh,Released,Warriors of Heaven and Earth,32.0,0.0,114.0,
11632,en,Released,Vanity Fair,75.0,16123851.0,141.0,
18475,en,Released,The Cookout,10.0,12.0,97.0,
15644,en,Released,Paparazzi,52.0,16605763.0,84.0,
11208,en,Released,Wicker Park,159.0,13001257.0,114.0,
24079,en,Released,Triggermen,3.0,0.0,92.0,False
16153,en,Released,Alice Doesn't Live Here Anymore,83.0,0.0,112.0,
13559,en,Released,The Mangler,59.0,0.0,106.0,
42694,en,Released,Who's That Knocking at My Door,30.0,0.0,90.0,
32298,en,Released,Seeing Other People,8.0,0.0,90.0,False
66566,en,Rumored,Past Midnight,3.0,0.0,100.0,False
124029,en,Released,A Million to Juan,3.0,1221832.0,97.0,False
42164,pl,Released,Camera Buff,17.0,0.0,117.0,
124,pl,Released,No End,5.0,0.0,109.0,False
29979,en,Released,Highwaymen,50.0,371396.0,80.0,
41762,en,Released,Graffiti Bridge,8.0,0.0,95.0,False
12548,it,Released,I Vitelloni,79.0,0.0,107.0,
33345,en,Released,Under the Cherry Moon,12.0,10090429.0,98.0,
19893,en,Released,Flipper,17.0,0.0,87.0,
42264,en,Released,Smile,10.0,0.0,113.0,
11387,en,Released,Lord Jim,21.0,0.0,154.0,
104659,en,Released,A Small Circle of Friends,1.0,0.0,113.0,False
24924,en,Released,Night of the Demons,71.0,3109904.0,90.0,
17994,en,Released,Witchboard,59.0,0.0,98.0,
75759,en,Released,Roller Boogie,12.0,0.0,103.0,
60437,en,Released,Lilith,16.0,0.0,114.0,
49069,en,Released,The Apple,13.0,0.0,90.0,
31117,en,Released,Superbabies: Baby Geniuses 2,36.0,9109322.0,88.0,
9759,en,Released,Cellular,548.0,56422687.0,94.0,
1577,en,Released,Resident Evil: Apocalypse,1286.0,129394835.0,94.0,
14198,en,Released,Criminal,34.0,0.0,87.0,
288952,en,Released,Evergreen,1.0,0.0,86.0,False
16232,en,Released,Mr. 3000,66.0,21800302.0,104.0,
5137,en,Released,Sky Captain and the World of Tomorrow,445.0,57958696.0,107.0,
11823,en,Released,Wimbledon,303.0,41512007.0,98.0,
2003,en,Released,Anatomy of Hell,29.0,0.0,88.0,
18804,en,Released,Head in the Clouds,41.0,0.0,121.0,
13969,en,Released,First Daughter,176.0,0.0,105.0,
10145,en,Released,The Forgotten,359.0,117575636.0,91.0,
26486,en,Released,The Last Shot,15.0,0.0,90.0,
13702,en,Released,A Dirty Shame,65.0,1914166.0,89.0,
1653,es,Released,The Motorcycle Diaries,295.0,16756372.0,126.0,
747,en,Released,Shaun of the Dead,2479.0,30039392.0,99.0,
84214,en,Released,"Come Back, Little Sheba",8.0,0.0,96.0,False
84655,en,Released,The Black Orchid,3.0,0.0,94.0,False
23627,en,Released,Second Chorus,8.0,0.0,84.0,False
26230,en,Released,Class of Nuke 'Em High 2: Subhumanoid Meltdown,14.0,0.0,90.0,
4176,en,Released,Murder on the Orient Express,240.0,27634716.0,128.0,
11177,en,Released,Mask,106.0,42400000.0,120.0,
43839,en,Released,Alexander's Ragtime Band,6.0,4000000.0,106.0,False
26690,en,Released,The Boston Strangler,51.0,0.0,116.0,
35101,en,Released,The Last Flight of Noah's Ark,13.0,11000000.0,97.0,
10905,en,Released,The Man with One Red Shoe,74.0,0.0,90.0,
18196,en,Released,The Sentinel,53.0,3.0,92.0,
70345,en,Released,Sssssss,19.0,0.0,99.0,
88174,en,Released,Whispers in the Dark,7.0,0.0,103.0,False
132422,en,Released,Stealing Time,2.0,0.0,103.0,False
42215,en,Released,The Legacy,19.0,0.0,102.0,
43105,en,Released,The Alligator People,11.0,0.0,74.0,
71140,en,Released,Hear No Evil,6.0,0.0,97.0,False
27816,en,Released,Basket Case 3,23.0,0.0,90.0,
27815,en,Released,Basket Case 2,33.0,0.0,90.0,
12707,en,Released,Orca: The Killer Whale,69.0,14717854.0,92.0,
43657,en,Released,AKA,4.0,0.0,123.0,False
43117,en,Released,I Married a Monster from Outer Space,12.0,0.0,78.0,
47446,en,Released,The Trojan Women,4.0,0.0,105.0,False
54979,en,Released,Robinson Crusoe,18.0,0.0,90.0,
42172,en,Released,Hardcore,40.0,0.0,109.0,
42600,en,Released,Watermelon Man,6.0,0.0,100.0,False
47825,en,Released,Flashpoint,10.0,0.0,94.0,
62697,en,Released,Bug,23.0,0.0,99.0,
31655,en,Released,The Terror,26.0,0.0,81.0,
27498,en,Released,Jack O,10.0,0.0,88.0,
1492,en,Released,1492: Conquest of Paradise,180.0,7191399.0,154.0,
8689,it,Released,Cannibal Holocaust,347.0,0.0,95.0,
10555,en,Released,Shark Tale,1612.0,367275019.0,90.0,
11128,en,Released,Ladder 49,213.0,74541707.0,115.0,
22842,en,Released,Black Cloud,0.0,0.0,97.0,False
1599,en,Released,I Heart Huckabees,245.0,0.0,106.0,
14024,en,Released,Raise Your Voice,221.0,14867514.0,103.0,
11045,en,Released,Taxi,245.0,36609966.0,97.0,
15503,en,Released,Around the Bend,13.0,0.0,85.0,
14337,en,Released,Primer,671.0,424760.0,77.0,
26108,en,Released,Stage Beauty,34.0,776691.0,106.0,
4380,en,Released,Shall We Dance?,308.0,170128460.0,107.0,
3989,en,Released,Team America: World Police,667.0,50907422.0,98.0,
16358,en,Released,Eulogy,34.0,0.0,91.0,
25313,en,Released,P.S.,15.0,0.0,97.0,
2438,en,Released,The Country Girl,10.0,0.0,104.0,
65550,en,Released,The Rose Tattoo,10.0,0.0,117.0,
29445,da,Released,Epidemic,23.0,0.0,106.0,
11121,en,Released,Tess,70.0,0.0,171.0,
55457,en,Released,I Wanna Hold Your Hand,29.0,0.0,104.0,
101887,en,Released,Spinning Boris,4.0,0.0,112.0,False
23739,en,Released,Circle of Iron,14.0,0.0,102.0,
21241,en,Released,Cannonball,20.0,1500000.0,93.0,
3053,en,Released,The Fearless Vampire Killers,137.0,0.0,108.0,
28356,en,Released,Black Beauty,8.0,0.0,106.0,False
12456,da,Released,The Five Obstructions,33.0,0.0,90.0,
55047,en,Released,Born Rich,6.0,0.0,75.0,False
28153,en,Released,It's Alive,39.0,0.0,91.0,
18499,fr,Released,The Decline of the American Empire,21.0,0.0,101.0,
36616,en,Released,Bébé's Kids,14.0,0.0,72.0,
13644,en,Released,All I Want For Christmas,24.0,14812000.0,92.0,
41936,fr,Released,Life and Nothing But,7.0,0.0,135.0,False
13416,en,Released,Friday Night Lights,154.0,61255921.0,118.0,
1435,en,Released,Tarnation,22.0,1162014.0,91.0,
11099,en,Released,The Final Cut,194.0,548039.0,95.0,
167177,en,Released,Hair Show,1.0,0.0,104.0,False
12483,en,Released,Riding the Bullet,52.0,0.0,98.0,
184530,en,Released,Spin,2.0,0.0,107.0,False
18701,en,Released,Being Julia,23.0,0.0,104.0,
2319,en,Released,The Dust Factory,8.0,0.0,99.0,False
110351,en,Released,Thérèse: The Story of Saint Thérèse of Lisieux,2.0,0.0,96.0,False
15566,en,Released,Surviving Christmas,107.0,14793624.0,91.0,
1970,en,Released,The Grudge,889.0,183474602.0,92.0,
8849,en,Released,Alfie,255.0,13395939.0,103.0,
9675,en,Released,Sideways,484.0,109502303.0,126.0,
4553,en,Released,The Machinist,1280.0,8203235.0,101.0,
11109,en,Released,Vera Drake,80.0,0.0,125.0,
48678,en,Released,Falling Angels,5.0,0.0,109.0,False
202587,en,Released,Stella Street,2.0,0.0,80.0,False
126148,en,Released,Lightning in a Bottle,1.0,0.0,103.0,False
16131,en,Released,Undertow,34.0,143597.0,108.0,
9391,en,Released,Enduring Love,30.0,0.0,100.0,
176,en,Released,Saw,2255.0,103911669.0,103.0,
1677,en,Released,Ray,481.0,124731534.0,152.0,
10740,en,Released,Birth,182.0,0.0,100.0,
66641,en,Released,Voices of Iraq,1.0,0.0,80.0,False
9806,en,Released,The Incredibles,5290.0,631442092.0,115.0,
19614,en,Released,Fade to Black,6.0,0.0,109.0,False
12777,en,Released,It's All About Love,25.0,0.0,104.0,
47959,en,Released,Callas Forever,5.0,0.0,111.0,False
5255,en,Released,The Polar Express,1524.0,305875730.0,100.0,
11184,en,Released,Kinsey,131.0,0.0,118.0,
11249,en,Released,Seed of Chucky,302.0,24829644.0,87.0,
10589,en,Released,After the Sunset,227.0,61347797.0,97.0,
9801,en,Released,Bridget Jones: The Edge of Reason,775.0,40203020.0,108.0,
866,en,Released,Finding Neverland,1269.0,116766556.0,106.0,
4251,hi,Released,Veer-Zaara,67.0,29385320.0,192.0,
2059,en,Released,National Treasure,1974.0,347451894.0,131.0,
140,es,Released,Bad Education,223.0,40266982.0,106.0,
11836,en,Released,The SpongeBob SquarePants Movie,593.0,140161792.0,87.0,
43743,en,Released,Fabled,0.0,0.0,84.0,False
17818,en,Released,San Antonio,3.0,0.0,109.0,False
1966,en,Released,Alexander,957.0,167298192.0,175.0,
13673,en,Released,Christmas with the Kranks,198.0,0.0,99.0,
174787,en,Released,Guerrilla: The Taking of Patty Hearst,3.0,0.0,89.0,False
26347,fr,Released,Our Music,12.0,0.0,80.0,
2288,en,Released,Closer,845.0,115505027.0,104.0,
15397,en,Released,I Am David,28.0,0.0,90.0,
9550,zh,Released,House of Flying Daggers,452.0,92863945.0,119.0,
163,en,Released,Ocean's Twelve,2169.0,362744280.0,125.0,
36648,en,Released,Blade: Trinity,1276.0,128905366.0,123.0,
15788,en,Released,The Bellboy,22.0,10000000.0,72.0,
33377,en,Released,Bush's Brain,3.0,0.0,80.0,False
18973,en,Released,Cinderfella,25.0,7100000.0,91.0,
41253,en,Released,Damn Yankees!,9.0,0.0,111.0,False
15787,en,Released,The Delicate Delinquent,11.0,0.0,101.0,
35188,en,Released,The Disorderly Orderly,16.0,0.0,89.0,
35189,en,Released,The Errand Boy,13.0,0.0,92.0,
52122,en,Released,The Family Jewels,14.0,0.0,99.0,
28333,en,Released,The Ladies Man,20.0,0.0,95.0,
24062,en,Released,The Patsy,13.0,0.0,101.0,
43670,en,Released,Stateside,12.0,174318.0,97.0,
58182,en,Released,The Stooge,9.0,0.0,100.0,False
33740,en,Released,That's Entertainment!,15.0,0.0,135.0,
74719,en,Released,"That's Entertainment, Part II",9.0,0.0,126.0,False
77448,en,Released,That's Entertainment! III,10.0,0.0,113.0,
43752,en,Released,The Wackiest Ship in the Army,8.0,0.0,99.0,False
42668,en,Released,Alexander the Great,18.0,0.0,136.0,
25952,en,Released,Conquest of Space,8.0,0.0,81.0,False
16248,en,Released,D.A.R.Y.L.,81.0,7840873.0,100.0,
15613,en,Released,Fire in the Sky,128.0,19724334.0,109.0,
151848,en,Released,The Garden of Allah,4.0,0.0,79.0,False
30719,en,Released,I'll Be Seeing You,4.0,0.0,85.0,False
28421,en,Released,The Invisible Man Returns,17.0,0.0,81.0,
47657,en,Released,The Last Minute,5.0,0.0,104.0,False
8424,fr,Released,Love Me If You Dare,531.0,0.0,93.0,
32558,en,Released,Portrait of Jennie,18.0,0.0,86.0,
50085,en,Released,Ruby Gentry,4.0,0.0,82.0,False
50034,en,Released,Secret Honor,9.0,0.0,90.0,False
42401,en,Released,Since You Went Away,7.0,0.0,172.0,False
67962,en,Released,A Slipping Down Life,2.0,0.0,109.0,False
30996,en,Released,Splatter University,10.0,0.0,77.0,
44375,en,Released,Twist,4.0,0.0,97.0,False
18889,en,Released,Control Room,19.0,2586511.0,84.0,
210864,en,Released,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,1.0,0.0,72.0,False
70368,en,Released,The Cheat,11.0,137365.0,59.0,
3016,en,Released,Dr. Jekyll and Mr. Hyde,26.0,0.0,67.0,
2972,de,Released,The Golem: How He Came Into the World,29.0,0.0,85.0,
71065,en,Released,The Last of the Mohicans,7.0,0.0,73.0,False
42510,en,Released,The Idle Class,10.0,0.0,32.0,
58129,sv,Released,The Phantom Carriage,70.0,0.0,106.0,
29267,de,Released,Destiny,25.0,0.0,105.0,
36841,en,Released,The Sheik,10.0,0.0,80.0,
57283,sv,Released,Häxan,66.0,0.0,104.0,
171432,en,Released,The Man from Beyond,0.0,0.0,74.0,False
18987,en,Released,The Hunchback of Notre Dame,24.0,0.0,113.0,
41348,en,Released,Why Worry?,3.0,0.0,60.0,False
27511,en,Released,He Who Gets Slapped,15.0,0.0,95.0,
96713,en,Released,The Marriage Circle,4.0,0.0,85.0,False
992,en,Released,"Sherlock, Jr.",134.0,0.0,49.0,
3060,en,Released,The Big Parade,22.0,22000000.0,151.0,
42359,en,Released,The Freshman,18.0,0.0,76.0,
1405,en,Released,Greed,25.0,0.0,140.0,
964,en,Released,The Phantom of the Opera,78.0,0.0,101.0,
939,en,Released,The Jazz Singer,30.0,0.0,89.0,
697,ru,Released,October (Ten Days that Shook the World),27.0,0.0,94.0,
104433,en,Released,Old San Francisco,0.0,0.0,88.0,False
27503,en,Released,The Unknown,24.0,0.0,63.0,
905,de,Released,Pandora's Box,46.0,0.0,109.0,
31411,en,Released,The Cameraman,54.0,0.0,76.0,
28189,fr,Released,The Fall of the House of Usher,23.0,0.0,63.0,
3061,en,Released,The Crowd,25.0,0.0,104.0,
27517,en,Released,The Man Who Laughs,32.0,0.0,110.0,
42538,en,Released,Sadie Thompson,7.0,0.0,91.0,False
25768,en,Released,"Steamboat Bill, Jr.",66.0,0.0,70.0,
120833,en,Released,Applause,7.0,0.0,80.0,False
626,fr,Released,Un chien andalou,256.0,0.0,16.0,
27899,en,Released,Little Caesar,63.0,0.0,79.0,
5729,fr,Released,L'Âge d'Or,53.0,7940.0,63.0,
42816,en,Released,The Champ,13.0,0.0,86.0,
13911,en,Released,Monkey Business,34.0,0.0,77.0,
51394,en,Released,Night Nurse,17.0,0.0,72.0,
48365,fr,Released,Boudu Saved from Drowning,24.0,0.0,85.0,
3574,en,Released,Doctor X,20.0,0.0,76.0,
91,es,Released,Land Without Bread,21.0,0.0,29.0,
31592,en,Released,The Old Dark House,46.0,0.0,72.0,
43132,en,Released,Rasputin and the Empress,3.0,0.0,121.0,False
877,en,Released,Scarface,88.0,600000.0,90.0,
875,en,Released,Shanghai Express,37.0,0.0,80.0,
28268,ja,Released,"I Was Born, But...",21.0,0.0,100.0,
779,de,Released,Vampyr,96.0,0.0,73.0,
56724,en,Released,What Price Hollywood?,9.0,0.0,88.0,False
39130,en,Released,Dinner at Eight,19.0,0.0,111.0,
28046,en,Released,The Ghoul,13.0,0.0,77.0,
31511,en,Released,Gold Diggers of 1933,29.0,0.0,97.0,
3031,en,Released,Island of Lost Souls,56.0,0.0,70.0,
43130,en,Released,Lady for a Day,17.0,0.0,96.0,
43595,en,Released,She Done Him Wrong,28.0,2200000.0,66.0,
43149,en,Released,The Son of Kong,31.0,0.0,70.0,
43148,en,Released,The Vampire Bat,12.0,0.0,64.0,
50073,en,Released,Wild Boys of the Road,12.0,0.0,68.0,
43904,fr,Released,L'Atalante,75.0,0.0,89.0,
43693,en,Released,The Barretts of Wimpole Street,3.0,0.0,109.0,False
24106,en,Released,The Black Cat,54.0,0.0,65.0,
47921,en,Released,Imitation of Life,17.0,0.0,111.0,
49640,en,Released,The Lawless Frontier,8.0,0.0,59.0,False
46910,en,Released,The Lost Patrol,18.0,0.0,73.0,
43689,en,Rumored,The Merry Widow,10.0,0.0,99.0,
22614,en,Released,The Scarlet Pimpernel,14.0,0.0,97.0,
51949,en,Released,Toni,12.0,0.0,81.0,
43889,en,Released,Bonnie Scotland,14.0,0.0,80.0,
43896,en,Released,The Informer,23.0,950000.0,91.0,
28910,en,Released,Mark of the Vampire,27.0,0.0,60.0,
17907,en,Released,The Raven,29.0,0.0,61.0,
27970,en,Released,Werewolf of London,32.0,0.0,75.0,
52677,fr,Released,The Crime of Monsieur Lange,7.0,0.0,80.0,False
14615,en,Released,Fury,38.0,0.0,90.0,
31773,en,Released,Libeled Lady,21.0,0.0,98.0,
24807,en,Released,Mr. Deeds Goes to Town,69.0,0.0,115.0,
17030,en,Released,The Petrified Forest,53.0,0.0,82.0,
23389,en,Released,Revolt of the Zombies,3.0,0.0,65.0,False
